Frequency,Nominal,Min,Max
84000,-0.14549940342139026,-0.22777215523987088,-0.06738101696760826
86000,-0.12297201583736288,-0.20054061419051697,-0.04830644069799004
88000,-0.10247331979472434,-0.17584804561109182,-0.030874411886246133
90000,-0.08376025510104151,-0.15338556090417851,-0.014737737634722877
92000,-0.06662452572719213,-0.1328890718491863,0.00031729170506219334
94000,-0.05088687124709339,-0.11413180230113916,0.014206279418753525
96000,-0.036392401372143036,-0.09691821036395457,0.027056724995681233
98000,-0.023006775003306397,-0.081079026582801,0.03897936556643186
100000,-0.010613054375062868,-0.06646718094057869,0.05007072043645692
102000,0.0008908979448608653,-0.05295444206715331,0.06041520049392423
104000,0.01159458308451252,-0.04042863048143385,0.07008686496172346
106000,0.021576673042977987,-0.02879129704825146,0.07915089085411345
108000,0.03090652630326654,-0.017955780432108916,0.08766480723468603
110000,0.039645464086685143,-0.007845574842296041,0.09567953602584645
112000,0.047847849208449054,0.0016070469818751766,0.10324027300150113
115000,0.05924963194553445,0.014682676868736949,0.11381691859912739
118000,0.06969323361398351,0.026588297056185005,0.12357955990309481
120000,0.07618320275496997,0.03394962364355244,0.12968576234257143
122000,0.08233177857986222,0.04089559017588845,0.13550074566264694
125000,0.09097453972946658,0.05060989879526165,0.14372743391416573
128000,0.09899353060354893,0.05956791002394627,0.15141985487121096
130000,0.10402840526811247,0.06516338589514743,0.15628107104979483
132000,0.10883628126964887,0.0704845681542458,0.1609470578018173
135000,0.11565886202887891,0.07799672700552811,0.16761064877884363
138000,0.1220587462688874,0.08499976560036741,0.17390923929379987
140000,0.12611247711305537,0.08941251060950237,0.17792410281045187
142000,0.13000965380967036,0.09363728094844855,0.18180324323450495
145000,0.13558494018528378,0.0996501209793421,0.18738704627627942
148000,0.14086405860074216,0.10530838616598685,0.19271311700365967
150000,0.14423313264775933,0.1089008456863073,0.1961327452209304
155000,0.15218400644523333,0.1173189667484122,0.20426946614145106
160000,0.15954119376069356,0.12503000175966708,0.21188595204321412
165000,0.16638998191169643,0.13213689581229557,0.21905554875017058
170000,0.1728010963477405,0.13872472200233996,0.22583934628823002
175000,0.1788336050222841,0.14486428421534678,0.2322885936866119
180000,0.1845371683898995,0.1506149034909249,0.2384465723019386
185000,0.18995379734639897,0.15602659125034468,0.24435006174408205
190000,0.1951192378212592,0.16114175785273627,0.25003049651573234
195000,0.20006406968191787,0.16564469001709173,0.2555148858428963
200000,0.2048145852695553,0.16974515964791326,0.260826550718003
205000,0.20939349665438162,0.17369236896829865,0.26598571876118915
210000,0.21382050879828546,0.17750405532442248,0.271010007664874
215000,0.2181127870112592,0.18119565340649763,0.2759148207091774
220000,0.222285340526745,0.18478064380762674,0.28071367240855666
225000,0.2263513390912453,0.18827084081267564,0.285418458274081
230000,0.2303223757339321,0.19167663132311769,0.29003967959142357
235000,0.23420868603935538,0.19500717426157096,0.29458663176531086
240000,0.23801933206687748,0.1982705678329879,0.29906756297934856
245000,0.24176235737839374,0.2014739905012883,0.30348980853094853
250000,0.24544491832976575,0.20462382035928206,0.30785990512133105
255000,0.2490733957618922,0.20772573664832472,0.31218368853902134
260000,0.25265349042653384,0.2107848064590652,0.31646637751336815
270000,0.2596884138385537,0.21679204994421614,0.32492668568807764
275000,0.2631519254214466,0.21974791597859894,0.3291122603905529
280000,0.2665845337238532,0.2226764234350187,0.3332727533093882
285000,0.26998956498301263,0.22558050959120884,0.3374112084596201
290000,0.2733700177293668,0.22846281908505858,0.34153036695883215
295000,0.27672859797651195,0.2313257357091523,0.34563269894985044
300000,0.280067750127993,0.2341714103040423,0.34972043175213813
305000,0.28338968419549904,0.2370017852935121,0.35379557474984397
